nace_r2,na_item,geo\TIME_PERIOD,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3
B-E,B1G,EA19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341293.9,339194.8,338317.0,336725.2,337112.9,338137.7,338762.4,341054.3,342267.1,347820.0,352165.8,357335.2,358455.4,359871.2,360420.9,357080.8,361365.0,362485.8,367795.5,374285.9,380152.1,386522.5,389871.9,393488.9,396690.8,393205.1,392529.7,389677.7,390196.4,393550.9,394993.1,396466.0,395736.3,393687.7,395749.7,402175.2,402761.4,407515.9,406539.9,407414.2,408898.3,410265.9,413655.2,418281.4,421801.1,429198.5,431675.2,436489.4,439653.7,443029.6,447306.3,449335.2,446800.3,443759.0,435898.0,412146.8,377055.8,376552.5,383907.3,388004.4,402369.6,409680.9,414298.5,421653.5,424807.4,423953.1,426039.0,421868.2,421571.2,420436.3,421146.0,414391.8,413675.9,415952.0,417001.8,420290.2,424356.6,425640.9,426985.4,428383.5,436664.6,437344.3,439145.6,439780.0,448060.3,447189.0,448097.3,457201.4,458080.4,462808.0,470549.5,477359.3,473677.9,476460.2,475271.8,474986.8,478006.9,478546.3,477965.3,475696.6,459617.8,393679.9,456432.1,470150.4,473050.2,474367.4,476685.5,479102.2,481497.0,484247.8,487829.3
B-E,B1G,EA12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336532.1,334377.1,333390.7,331888.3,332175.9,333182.4,333759.0,335911.2,337151.4,342583.7,346841.9,351923.1,352862.2,354276.3,354855.3,351568.8,355907.9,356830.3,362188.6,368346.9,374261.8,380558.1,383745.1,387246.5,390413.4,386872.4,386030.3,383181.4,383652.5,386907.5,388205.3,389591.8,388601.0,386440.7,388360.1,394705.7,395040.2,399617.8,398605.7,399351.7,400744.6,402072.2,405379.3,409736.2,412920.5,420238.6,422493.7,427065.0,430318.5,433409.0,437289.3,439161.9,436664.6,433560.3,426211.7,403050.8,369101.8,368348.9,375409.9,379696.2,393672.4,400856.6,404528.2,411873.3,415094.2,414298.4,416236.0,412312.9,412000.0,410812.3,411336.0,404580.8,404046.8,406295.7,407292.3,410557.0,414055.8,415192.8,416406.8,417740.0,425672.3,426267.7,428144.0,428715.0,437025.8,435953.9,436755.8,445756.2,446641.5,451130.0,458897.0,465578.5,461716.6,464155.7,462898.9,462612.8,465086.8,465411.5,465062.3,462662.8,447157.9,382826.0,444014.5,457163.4,460133.7,461343.8,463714.3,465802.9,468225.8,471253.0,474523.6
B-E,B1G,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11093.2,11165.4,11253.1,11308.0,11373.5,11511.2,11686.5,11852.2,12046.7,12276.9,12469.6,12559.2,12611.2,12610.2,12642.0,12626.6,12567.8,12593.8,12820.2,12984.9,13331.6,13537.8,13529.1,13600.4,13643.7,13585.9,13508.9,13446.3,13459.7,13564.7,13589.8,13641.8,13557.0,13445.3,13578.2,13689.0,13849.8,14056.0,14304.5,14421.0,14410.4,14506.7,14449.0,14302.5,14102.2,14051.1,14113.8,14465.3,14743.7,14959.4,15135.7,15137.6,14966.2,14791.8,14541.4,13947.1,13488.6,13462.6,13748.7,14090.6,14259.2,14502.9,14670.5,14724.4,14674.3,14636.8,14480.7,14456.7,14393.1,14153.2,14103.2,14071.4,13976.0,14177.3,14226.5,14482.7,14631.0,14659.9,14733.1,14811.1,15081.8,15020.1,15094.3,15167.5,15013.4,14863.1,14825.6,14972.0,15132.8,15048.1,14982.6,15099.1,14913.2,14795.7,14795.7,14963.3,15231.1,15404.4,15722.3,15811.9,15699.2,13866.2,15181.0,15484.4,15473.8,15297.5,14962.3,15212.8,15304.3,15286.9,15144.4
B-E,B1G,BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.2,930.0,1082.8,1308.5,1066.0,950.8,952.5,1058.9,1360.2,1095.0,1037.9,909.0,1253.1,972.3,974.0,1082.6,1088.9,936.2,876.8,1060.4,1118.5,1137.1,1144.8,1156.3,1191.1,1189.7,1208.2,1228.0,1225.3,1256.9,1280.4,1299.3,1343.8,1360.1,1391.2,1425.9,1414.4,1445.8,1458.5,1454.9,1481.2,1482.4,1489.5,1543.0,1557.0,1593.4,1637.7,1651.0,1721.4,1756.4,1813.4,1853.2,1869.8,1852.1,1792.4,1745.8,1681.6,1643.5,1820.3,1636.2,1634.4,1655.2,1702.6,1713.9,1721.7,1763.1,1743.2,1738.7,1813.3,1812.7,1819.9,1844.1,1801.9,1806.1,1801.4,1793.6,1810.9,1808.6,1824.4,1870.0,1861.4,1907.0,1942.3,1930.8,2003.9,2007.8,2022.0,2065.2,2035.8,2049.0,2046.7,2036.0,2042.9,2035.1,2039.3,2016.5,2031.6,2024.4,1986.4,1999.4,1937.3,1769.9,1818.5,1827.4,1866.3,1850.2,1864.5,2167.4,2175.1,2192.0,2195.0
B-E,B1G,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727.7,5898.6,5753.9,5807.7,5790.1,5692.7,5832.0,5689.7,5614.8,5613.3,5729.0,5765.4,5859.4,5844.4,5900.0,6040.5,6214.9,6468.4,6534.4,6674.9,6575.0,6662.2,6778.1,6901.6,6981.7,6904.0,6869.6,6968.0,6949.3,6962.3,6956.7,6897.4,7327.7,7391.1,7458.1,7803.3,7880.0,8147.7,8518.8,8982.1,9507.2,9826.0,10248.9,10017.3,10125.7,10319.9,10423.4,10776.3,10949.2,11277.0,11405.3,11193.1,9790.8,9766.7,9940.0,9949.9,10164.5,10355.5,10690.1,10976.3,11168.5,11313.6,11397.0,11400.1,11150.0,10953.9,10792.0,10792.5,10622.8,10638.3,10515.2,10585.0,10708.8,10860.3,10866.0,11181.9,11410.9,11467.6,11573.9,11629.5,11763.3,11659.1,11846.8,12086.3,12361.5,12819.9,13039.5,12966.7,12929.0,12882.6,13097.4,13076.1,13180.2,13293.5,13428.4,13288.5,12476.6,10475.0,12338.5,12623.0,12595.5,12507.0,12398.4,12331.9,12552.5,12522.0,12799.4
B-E,B1G,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9732.1,9719.7,9568.9,9484.7,9328.4,9758.7,9583.4,9387.0,10055.0,10260.5,10354.4,10229.7,10277.4,9980.3,10364.4,10502.3,10375.2,10534.8,10410.1,10630.3,10881.8,10945.6,10837.1,11060.5,10925.7,10907.4,11199.2,10917.1,10731.8,10839.9,10804.1,10645.5,10625.8,10248.9,10380.7,10773.3,10690.8,10833.9,10907.1,10839.8,10757.8,10800.4,10557.6,10600.3,11071.9,11286.2,10852.0,10680.7,10782.7,10506.5,10728.2,10859.5,10611.3,10619.7,10484.9,10220.4,9687.7,9156.5,9121.2,9388.7,9498.4,9714.9,9737.5,9700.6,9685.1,10098.7,9923.5,9947.5,9822.2,10082.3,10285.5,10034.2,10276.5,9766.2,9758.5,9614.2,9840.4,9734.2,9876.7,9911.9,9547.7,9941.1,9739.1,9818.6,10046.7,10097.6,10417.0,10462.9,10851.2,11058.6,10934.3,10844.7,10953.5,10931.2,11234.1,11434.2,11223.5,11701.3,11639.7,11319.0,11595.7,10904.9,10773.6,10840.4,11393.4,11247.9,11567.0,12406.3,12437.6,12605.2,12849.8
B-E,B1G,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132358.5,130079.0,128176.7,129390.2,129632.1,126516.4,123843.4,120727.6,118079.3,116209.7,116045.7,116898.5,117681.5,118780.2,119173.8,122371.7,119788.8,120280.7,119493.6,118968.9,115828.4,117107.6,117173.2,118452.3,118845.8,120370.9,121010.5,123454.0,122744.7,121973.9,121711.5,119530.5,120891.6,120776.8,122367.5,123958.2,127914.3,130128.2,131669.7,130997.3,133764.6,131714.8,131026.0,129648.5,127959.5,129189.4,130042.1,130304.5,129759.2,129054.1,129857.6,131989.4,132206.7,135191.3,134584.6,133781.0,134568.2,135273.3,136486.8,138684.2,141242.4,144571.4,146572.0,148228.3,148925.4,151434.3,153139.7,154763.1,152988.2,152857.0,149741.1,140754.3,124179.4,124015.4,127935.0,129542.1,140570.1,145309.3,147703.6,152082.0,153353.0,153435.0,156042.2,154861.6,155423.3,155931.6,156456.3,153225.9,153111.1,154439.4,155226.5,157522.2,161494.9,160691.4,161872.1,164020.3,162036.1,163872.7,164692.7,163790.7,170034.6,170149.4,171428.4,170805.3,174175.1,176864.6,180784.0,182374.7,180742.9,180988.9,179595.0,178463.5,180603.6,178389.7,177143.4,176454.6,171838.2,144321.8,165623.2,173428.8,171055.4,171481.8,170284.6,171563.8,171301.4,171039.0,172039.3
B-E,B1G,EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.9,357.7,358.6,364.9,358.8,349.3,360.6,365.1,382.9,407.6,419.8,431.2,420.7,424.9,414.7,403.8,401.7,397.3,403.2,412.0,463.5,476.3,481.0,504.8,524.7,518.6,541.8,556.6,541.1,562.8,580.1,590.9,612.6,613.4,619.2,640.0,619.8,631.6,639.1,637.9,654.9,677.1,683.9,713.5,720.4,755.5,766.1,767.4,771.0,802.9,813.7,797.4,763.2,808.8,809.7,656.4,624.8,591.4,623.5,620.8,652.5,680.5,709.6,795.5,761.5,784.6,802.6,808.8,779.9,801.5,820.4,801.9,883.1,847.3,798.7,800.8,845.4,901.6,890.5,900.2,892.1,914.0,882.4,845.5,920.3,911.9,926.4,906.2,935.0,998.5,942.7,985.2,970.4,1002.6,1021.1,996.1,1000.0,997.7,966.6,937.8,1000.1,860.6,956.0,956.4,966.8,992.8,1014.7,1050.1,975.3,932.4,935.5
B-E,B1G,IE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083.2,4283.4,4337.0,4584.8,4549.2,4602.1,4403.1,4757.9,4842.4,5237.4,5709.3,5442.4,5950.5,5847.8,6535.4,5684.7,6571.4,6409.2,6823.5,7214.0,6740.0,7498.2,7887.3,8680.6,8365.4,8054.0,8015.2,8042.1,8713.2,9184.4,9272.9,8919.1,8840.6,8910.1,8547.5,9705.1,9005.8,9082.0,8637.8,9151.9,9525.8,9173.6,9289.5,9940.3,9234.2,10206.7,9805.3,9485.8,10330.4,9693.6,10220.4,10705.6,9644.9,9631.3,9512.4,8548.6,9360.0,9251.5,8461.9,8176.5,9410.8,8645.6,9257.8,9463.5,9121.1,9356.8,9557.8,9772.2,9459.1,9381.1,9223.0,8752.1,8859.2,9017.3,8980.1,8646.1,9444.7,10504.3,9851.8,9423.4,18467.7,16247.5,16643.8,17390.2,16635.2,16115.9,14358.9,20429.5,16820.5,16367.3,17619.7,19471.3,18602.7,20032.8,19730.9,19794.1,18405.1,20024.3,20500.4,21018.4,23286.3,24137.6,24256.7,26275.4,29178.0,28870.5,30762.2,29853.8,32345.2,34162.7,37251.9
B-E,B1G,EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4360.0,4306.4,4317.4,4316.7,4220.0,4231.5,4242.8,4258.4,4266.7,4290.9,4289.9,4262.0,4359.8,4364.2,4412.7,4621.7,4686.6,4917.7,4966.6,4906.6,5032.9,4941.7,5034.4,5189.3,5208.4,5341.6,5505.8,5545.8,5661.4,5725.4,5763.2,5807.4,5862.7,5948.0,5929.3,5955.7,5895.1,5873.2,5871.9,5892.5,6008.4,6034.9,6126.9,6096.6,5966.7,6064.8,5987.6,6072.2,6346.7,6213.4,6160.8,6016.1,5750.3,5654.9,5566.2,5605.6,5677.1,5710.3,5656.4,5342.5,6174.4,6137.9,6005.6,5976.0,5748.1,5617.8,5538.3,5337.0,5420.5,5295.2,5306.7,5224.9,5043.0,5007.6,4893.6,4858.5,4795.2,4828.2,4727.7,4683.1,4734.6,4634.2,4688.2,4690.5,4606.8,4725.0,4750.8,4841.7,4908.4,4852.1,4906.3,4856.3,4961.5,5007.5,5005.8,5096.7,4991.6,5123.2,5053.7,5043.9,5157.1,5025.7,5329.6,5422.9,5584.1,5828.3,5825.9,5912.1,5925.2,5971.3,6036.7
B-E,B1G,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30555.6,30600.1,30657.7,30863.9,31055.8,31211.8,31719.6,32251.0,32519.6,32942.3,33591.9,33973.9,34096.8,34724.7,35078.3,35363.9,35731.7,36103.4,36918.5,37462.2,37748.7,38216.7,38601.6,39108.4,39471.5,39711.7,40026.6,39968.0,39576.5,39966.1,40183.6,40445.5,40827.5,40797.2,41081.9,41068.6,40947.6,41297.5,41675.7,41563.2,41758.0,41846.8,42215.6,42635.5,42688.4,42991.0,43284.1,43579.1,43358.8,43710.6,43952.7,44021.7,43640.6,43819.3,43937.5,41899.8,38341.6,38657.4,39026.2,39038.5,39918.8,40244.1,40301.8,40412.4,40546.7,40115.5,39950.9,38943.9,38421.9,38109.9,37430.0,37062.2,36361.5,36123.2,36332.2,36133.6,36420.1,36629.1,36688.7,37148.2,37385.6,37698.6,37865.9,38333.0,39483.8,39409.1,39388.3,39168.9,40741.4,40820.9,40919.2,41241.7,41114.0,40954.2,40792.5,40829.4,41239.8,41598.1,41823.2,41518.7,37957.6,29716.9,38248.9,38448.4,37896.2,37882.9,38410.6,39661.6,38912.7,39587.8,39615.3
B-E,B1G,FR,40372.3,39658.7,39668.5,39190.8,39238.9,39302.8,39618.9,39641.9,39490.4,39621.5,39172.3,39637.8,39993.9,40437.0,40390.6,40342.4,40594.8,40303.8,40535.0,40439.3,40710.3,41113.9,41316.1,41221.9,40904.1,41336.8,41228.4,40685.2,40704.0,41406.1,41545.2,42030.4,42669.3,43035.3,43444.0,43703.0,44023.1,44843.3,45535.4,46568.0,46260.1,46932.5,47450.1,47058.3,47533.1,47357.3,47371.1,47824.0,48105.2,48100.8,47652.3,47418.9,46815.3,46483.7,46776.6,46680.4,46726.0,47627.5,48350.9,48996.3,49690.4,49992.6,50289.2,50328.0,50847.3,50955.2,50736.0,50930.5,51007.9,51898.3,53010.0,53804.1,54679.1,55432.5,55739.7,56018.5,56210.0,56771.7,57403.9,59024.5,59596.7,60252.0,60540.1,61131.9,61503.2,61296.7,61660.1,60908.4,61573.0,61917.9,62087.8,62226.2,62976.8,62446.7,63025.6,63821.6,64217.8,64243.5,64145.7,64589.5,64595.8,64644.1,64776.3,65284.6,65481.6,66548.0,66199.7,66554.6,67246.2,67597.1,67501.4,66838.6,66637.1,65263.1,64779.1,62367.7,59819.9,60508.6,61434.4,61979.4,61636.9,61808.8,61804.8,62302.0,63760.2,63367.0,63528.3,64083.4,64297.4,63989.1,64744.1,64058.6,64191.3,65272.7,64741.9,65306.5,65196.1,65121.8,65581.8,64846.8,65263.5,65261.5,65378.5,65512.9,65764.7,65314.2,65260.0,65471.1,65429.4,65875.3,66507.1,67487.6,66915.4,67563.6,67915.5,68384.5,69004.7,69559.8,68821.6,68171.0,64180.0,52835.0,63377.4,65055.8,64413.8,64102.3,63943.2,63699.0,63470.2,62768.6,62270.0
B-E,B1G,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.2,1380.3,1382.5,1393.3,1395.0,1390.7,1409.1,1419.7,1500.6,1539.0,1555.3,1546.9,1533.7,1560.3,1605.6,1627.8,1657.4,1666.3,1682.0,1675.3,1753.6,1775.1,1782.3,1804.2,1780.9,1781.1,1768.5,1799.3,1812.6,1816.0,1863.4,1903.3,1888.6,1919.7,1922.4,1912.9,1971.3,1978.0,1999.9,2022.4,1950.4,2060.7,2054.1,2087.1,2104.2,2106.4,2138.7,2146.1,2258.9,2228.5,2196.6,2165.1,2322.9,2268.4,2190.4,2086.5,1979.3,1994.1,1968.5,1970.1,1910.5,1897.0,1933.4,1920.9,1879.6,1937.3,1919.5,1901.5,1756.1,1808.1,1841.4,1811.9,1788.5,1801.1,1783.0,1765.0,1839.7,1820.3,1813.0,1841.8,1822.0,1847.6,1893.0,1907.3,1944.6,1957.6,1942.4,2043.9,2004.0,1984.4,2010.5,2064.6,2013.9,2011.7,2000.7,2036.5,2104.9,2065.8,2083.0,2034.6,2007.6,1792.1,1971.7,2020.2,2095.5,2078.6,2106.5,2144.6,2176.8,2191.5,2159.5
B-E,B1G,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71958.7,70711.4,70234.0,69367.9,69494.6,71190.8,71934.0,72706.5,72268.3,72439.3,71711.2,70647.1,71268.6,70873.9,72146.2,73210.1,73314.8,74708.7,74081.1,75461.1,74783.1,73559.0,72676.4,72078.3,73091.3,73494.0,73384.3,73864.6,72404.6,71716.6,71652.9,72856.4,72895.9,73287.7,72614.1,73120.2,72734.1,73519.0,74364.0,74782.2,74981.5,76033.2,76553.8,77969.7,77563.9,77319.9,78355.0,77240.5,79647.5,78302.8,75223.8,69793.4,63517.6,61673.0,62831.1,64498.8,65540.5,67204.0,68047.2,68648.2,69128.7,69276.2,68533.5,67439.2,66890.8,66182.7,66422.9,64827.3,64382.3,64594.5,64942.4,64882.9,64846.7,64531.2,64341.2,64328.4,64250.4,64885.1,65032.9,65475.0,66749.4,66688.2,67481.1,68432.4,68327.7,69286.6,70434.3,71265.6,70722.5,70917.7,70901.0,70801.3,70959.4,71057.2,71174.2,69804.5,63962.9,52712.7,66600.2,67169.9,68749.0,69528.2,70408.7,70485.9,69938.9,70831.5,70431.3
B-E,B1G,CY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.2,313.7,313.4,315.1,313.2,312.8,310.1,312.0,314.1,314.2,315.7,319.5,321.0,327.0,330.4,332.3,333.7,333.5,333.5,333.5,333.5,330.0,329.2,325.0,326.6,330.6,336.6,339.9,338.6,347.6,348.9,351.1,356.8,356.0,360.0,361.4,363.0,362.1,360.4,363.0,362.0,359.5,357.1,357.1,354.2,353.8,356.2,356.5,361.0,364.6,367.9,373.5,372.9,372.9,371.9,372.3,352.9,355.1,357.9,358.7,355.7,350.5,348.7,340.3,329.5,318.3,300.6,299.9,294.5,291.1,283.7,275.6,256.3,255.5,254.2,252.6,248.8,254.0,254.7,257.6,263.2,266.8,276.1,284.7,296.2,305.2,310.4,310.2,309.1,308.9,315.8,325.8,341.0,353.9,350.6,356.3,372.1,374.6,379.9,379.9,373.4,327.6,377.1,386.4,388.1,392.2,401.5,400.1,412.5,403.0,408.2
B-E,B1G,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.3,465.7,471.6,512.3,472.5,488.7,502.8,494.2,544.6,570.4,580.8,586.8,637.7,629.8,569.9,546.9,559.4,549.1,563.0,623.4,543.2,564.4,582.3,592.6,617.2,600.2,621.8,619.6,641.7,659.5,677.5,733.5,701.6,707.9,723.6,720.7,744.2,744.2,726.9,735.1,741.4,764.7,785.6,820.6,803.9,823.3,842.1,854.8,847.8,833.8,837.2,812.5,819.5,793.5,765.8,740.6,686.4,671.7,664.7,664.1,709.6,708.0,727.0,745.0,713.2,733.1,727.9,705.8,731.1,738.5,745.8,753.6,732.2,732.0,746.6,734.6,711.9,709.7,702.5,690.4,744.0,760.8,759.5,746.9,751.5,769.1,755.1,796.1,815.6,808.9,809.5,823.3,810.0,814.5,823.8,817.5,834.4,834.2,848.1,840.1,854.9,844.2,885.1,918.0,919.2,944.9,937.7,946.0,936.4,970.8,910.8
B-E,B1G,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.3,649.0,660.3,675.7,695.8,667.8,694.6,693.2,709.1,728.8,732.6,768.5,796.3,825.4,836.1,828.9,804.8,802.1,800.6,800.3,812.8,846.8,872.2,891.0,942.5,959.7,978.9,1020.4,970.5,1026.1,1037.3,1048.0,1148.8,1138.5,1202.7,1235.7,1271.6,1303.3,1307.5,1349.3,1347.3,1377.3,1421.7,1469.8,1492.3,1510.4,1518.5,1533.9,1528.3,1572.0,1603.2,1616.2,1625.8,1646.8,1594.2,1538.9,1386.3,1364.4,1381.4,1368.4,1397.3,1440.9,1478.6,1561.8,1564.8,1600.3,1598.1,1566.7,1598.7,1597.8,1667.3,1677.5,1680.9,1686.9,1695.3,1711.2,1740.9,1749.7,1754.0,1769.1,1764.7,1777.6,1775.3,1810.4,1815.8,1833.0,1859.8,1858.6,1903.5,1921.6,1948.1,1973.4,1974.6,1988.1,1985.7,2015.5,2053.3,2076.6,2065.1,2081.6,2100.8,2031.3,2126.7,2165.5,2216.1,2310.8,2348.1,2423.9,2481.7,2492.4,2498.6
B-E,B1G,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.2,618.2,608.8,575.6,602.6,602.4,599.1,622.0,622.3,634.6,660.6,671.0,672.8,673.4,678.8,651.2,688.1,718.9,757.3,760.3,758.4,767.9,772.5,786.4,777.0,756.7,738.9,755.2,771.6,778.2,785.5,809.5,857.1,877.7,871.1,898.3,840.6,880.2,890.9,871.2,860.9,859.7,898.7,877.6,843.0,842.0,829.3,850.6,958.0,981.3,910.5,938.3,834.6,806.7,794.7,665.1,617.3,621.4,667.6,720.2,617.8,694.1,673.9,673.0,653.7,617.7,583.2,587.7,607.0,615.5,644.7,648.7,678.9,707.5,708.1,717.4,717.5,716.2,730.0,762.9,805.3,853.6,863.0,872.6,908.5,908.2,883.0,895.7,773.1,798.8,806.2,802.0,765.7,775.3,804.8,840.0,879.0,895.6,891.3,871.1,893.9,757.2,941.6,932.5,859.2,886.8,915.4,960.2,978.9,907.0,951.3
B-E,B1G,HU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3139.8,3142.3,3198.5,3233.4,3241.9,3293.4,3296.8,3377.0,3523.7,3628.2,3783.9,3870.8,3926.3,4007.2,4006.6,3994.2,4068.0,4102.9,4166.6,4276.9,4208.6,4303.7,4418.3,4501.5,4539.7,4515.8,4471.3,4462.6,4690.0,4736.2,4796.4,4849.6,4851.9,4931.7,5103.3,5159.1,5221.7,5268.8,5274.0,5314.5,5317.4,5406.6,5458.3,5613.0,5673.9,5814.0,5861.6,5981.1,6097.2,6145.7,6311.6,6202.6,6193.0,6140.5,5877.4,5293.0,5104.8,4969.2,5043.7,5056.8,5233.4,5378.1,5471.7,5387.9,5391.2,5341.3,5272.0,5405.1,5375.4,5328.2,5304.3,5208.7,5108.0,5130.4,5204.8,5306.0,5347.5,5472.0,5554.4,5567.7,5841.7,5843.5,5928.4,5998.6,5952.8,6001.9,5997.5,6063.3,6083.8,6209.3,6182.5,6249.8,6297.9,6310.5,6365.7,6441.8,6563.3,6511.6,6620.2,6496.4,6352.6,4951.3,6293.8,6349.6,6303.0,6404.7,6311.0,6364.9,6558.2,6640.4,6831.0
B-E,B1G,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.7,240.0,246.7,251.6,207.6,210.4,205.4,204.3,207.8,211.8,217.9,214.1,219.8,222.3,224.7,226.2,206.7,201.2,193.6,199.8,193.5,193.5,199.4,195.4,189.4,198.9,198.9,206.7,212.0,212.4,218.0,212.3,235.9,240.9,231.8,238.7,214.6,208.0,214.8,219.8,224.1,233.8,232.5,221.2,223.6,207.9,202.9,205.6,196.7,206.8,209.6,209.1,215.9,216.2,212.2,213.7,213.8,211.8,211.4,219.6,222.3,229.6,231.3,232.6,232.0,238.1,237.5,229.1,233.3,229.4,229.8,237.2,239.3,244.9,247.8,248.9,248.3,259.4,260.4,267.0,265.3,234.8,263.8,267.9,268.5,273.3,271.4,271.5,277.2,284.6,294.4
B-E,B1G,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19491.2,19145.2,19380.0,19414.3,19267.8,19434.9,19597.4,19899.3,20123.6,20256.7,20175.0,20209.9,20390.6,20601.3,20771.1,21018.7,21019.7,21439.0,21823.8,22171.5,22166.4,22193.5,22109.0,22224.8,21942.2,22169.4,22267.2,22376.8,22210.9,21767.4,21903.1,22391.6,22618.8,22870.4,23029.1,22717.3,22824.1,23049.0,23367.1,23233.1,23664.4,23795.9,23428.4,23596.1,23940.1,23941.1,24447.6,25488.4,24873.6,25194.6,25001.4,24199.1,22016.7,22191.4,22738.3,23444.9,23608.8,23793.9,23735.5,24464.9,24283.5,24373.7,24711.8,23926.3,24161.0,24220.5,24137.0,23978.9,25032.2,24259.8,24161.6,24634.2,23544.9,24377.3,24523.1,24665.5,24362.3,24017.3,23927.8,23446.0,24164.0,23725.1,23930.0,24339.3,24529.1,25023.8,25077.6,25532.2,25421.1,25547.6,25809.7,25486.2,25677.0,25120.6,25458.9,25463.6,25378.5,23541.4,24898.2,25498.1,25835.5,26265.2,26370.2,26683.4,26915.9,27316.9,27235.3
